probe	gene	location	loc_category
cg06453691	STMN1	Body	Body
cg06454084	DACT3	Body	Body
cg06454226	METTL4;NDC80	TSS1500;5'UTR	Promoter
cg06456031	TMEM140	1stExon;5'UTR	Promoter
cg06456512	ANP32A	1stExon	Promoter
cg06457357	KLF8	1stExon;5'UTR	Promoter
cg06458239	ZNF549	TSS200	Promoter
cg06459066	MTHFD1	Body	Body
cg06459327	NOP10	TSS200	Promoter
cg06459378	CYP3A7	TSS1500	Promoter
cg06461769	TWSG1	5'UTR	Promoter
cg06462291	NT5DC3	TSS1500	Promoter
cg06462703	CHFR	Body	Body
cg06463913	RIC8A;BET1L	Body;TSS1500	Promoter
cg06465021	FLJ33630;SLC12A2	Body;TSS1500	Promoter
cg06465194	GRIK4	1stExon	Promoter
cg06465926	PPP2R3A	5'UTR	Promoter
cg06466479	BRIX1	Body	Body
cg06466797	HERPUD2	TSS1500	Promoter
cg06468695	CCDC42	1stExon;5'UTR	Promoter
cg06469542	ISM2	TSS1500	Promoter
cg06470552	SMC3	TSS1500	Promoter
cg06471905	ADAM11	TSS1500	Promoter
cg06473539	NOS1AP	1stExon;5'UTR	Promoter
cg06475327	CEACAM8	TSS1500	Promoter
cg06476337	NDUFS4	1stExon	Promoter
cg06476606	IFIT2	1stExon;5'UTR	Promoter
cg06479426	SLCO4A1	5'UTR	Promoter
cg06479512	PNLDC1	TSS200	Promoter
cg06481786	RDM1	TSS1500;TSS200	Promoter
cg06484397	GLIPR2	Body	Body
cg06487986	PER3	TSS1500	Promoter
cg06488505	LRRC37B2	Body	Body
cg06488678	TMPRSS9	Body	Body
cg06489008	CST11	1stExon	Promoter
cg06489418	FTSJ1	1stExon;5'UTR	Promoter
cg06489804	FBXW9	1stExon	Promoter
cg06490162	C16orf63	Body	Body
cg06490951	CETN1	1stExon	Promoter
cg06490988	GATA2	1stExon;5'UTR	Promoter
cg06491116	MPZL3	Body	Body
cg06491924	ZNF613	TSS1500	Promoter
cg06492206	SLC19A2	1stExon;5'UTR	Promoter
cg06493080	HOXB7	1stExon;5'UTR	Promoter
cg06493386	TRPA1	1stExon;5'UTR	Promoter
cg06493930	GAS2	1stExon;5'UTR	Promoter
cg06494770	KLHL13	Body;1stExon;5'UTR	Promoter
cg06494782	KRT72	TSS200	Promoter
cg06495347	SUOX	5'UTR	Promoter
cg06495924	CYC1	TSS1500	Promoter
cg06496078	C12orf23	5'UTR	Promoter
cg06497752	COL9A3	Body	Body
cg06497795	ZC3H10	TSS200	Promoter
cg06498267	HCN1	1stExon	Promoter
cg06499565	NDRG3	TSS1500	Promoter
cg06499652	ARNTL	1stExon;5'UTR	Promoter
cg06500079	VPS53	TSS1500	Promoter
cg06500476	C4orf19	TSS1500;5'UTR	Promoter
cg06501070	LPAR3	5'UTR	Promoter
cg06501084	KCNH5	5'UTR	Promoter
cg06501790	SLC34A1	TSS200	Promoter
cg06502510	ITSN1;CRYZL1	TSS1500;5'UTR	Promoter
cg06502868	H3F3B	TSS200	Promoter
cg06504820	DLK1	TSS1500	Promoter
cg06505666	CKAP2L	TSS200	Promoter
cg06506156	TSSC1	1stExon;5'UTR	Promoter
cg06506864	NPSR1	Body	Body
cg06507244	DHX32	1stExon;5'UTR	Promoter
cg06508445	LOX	TSS200	Promoter
cg06508934	TIMP2	1stExon	Promoter
cg06509239	OSR1	TSS200	Promoter
cg06510830	C21orf45	1stExon	Promoter
cg06513075	NAT10	TSS1500	Promoter
cg06516124	WT1	Body	Body
cg06516650	RAB30	TSS200	Promoter
cg06517798	ATP1A4	TSS200	Promoter
cg06518271	ADH6	1stExon;5'UTR	Promoter
cg06518779	BIVM;KDELC1	TSS1500;5'UTR	Promoter
cg06521280	C10orf55;PLAU	Body;3'UTR;5'UTR	Promoter
cg06521761	LRP2BP	1stExon;5'UTR	Promoter
cg06521852	TRIOBP	Body;TSS1500	Promoter
cg06526829	KCND1	1stExon;5'UTR	Promoter
cg06528936	GNL2	1stExon	Promoter
cg06529761	DNASE1	TSS1500	Promoter
cg06530118	CLN3	1stExon;5'UTR	Promoter
cg06531741	HTR3B	TSS200	Promoter
cg06532176	WWOX	Body;1stExon;3'UTR	Promoter
cg06532493	CISD1	Body	Body
cg06533629	KLF14	TSS1500	Promoter
cg06534172	DDX39	TSS1500	Promoter
cg06534422	MIF	1stExon;5'UTR	Promoter
cg06536578	JPH4	TSS1500	Promoter
cg06537230	DLX5	Body	Body
cg06537829	UBB	TSS1500	Promoter
cg06538003	FBXO48;APLF	TSS1500;5'UTR	Promoter
cg06539449	CCND1	Body	Body
cg06539804	CPXM1	TSS1500	Promoter
cg06540105	CCDC74A	1stExon	Promoter
cg06540636	PLAUR	Body	Body
cg06540715	ANKRD10	TSS1500	Promoter
cg06540941	VAMP4	5'UTR	Promoter
cg06541857	CEP63;ANAPC13	Body;TSS1500;5'UTR	Promoter
cg06543018	RBP1	TSS200	Promoter
cg06543761	PDP1	TSS1500;1stExon;TSS200;5'UTR	Promoter
cg06544198	TMEM14C	5'UTR	Promoter
cg06545845	ARL8A	TSS1500	Promoter
cg06546607	PEPD	TSS1500	Promoter
cg06547766	LPP	5'UTR;TSS200	Promoter
cg06548519	LYZL6	TSS1500	Promoter
cg06550629	GPR133	Body	Body
cg06552037	INHA;OBSL1	TSS1500;1stExon	Promoter
cg06552050	CSDA	Body	Body
cg06554069	SAFB;SAFB2	Body;TSS1500	Promoter
cg06554542	GNPTAB	1stExon	Promoter
cg06554928	PFN1	TSS1500	Promoter
cg06557358	TMEM132E;TMEM132E-DT	TSS1500	Promoter
cg06563300	SLC17A8	TSS200	Promoter
cg06564900	FIGN	TSS200	Promoter
cg06567342	ZRANB2	1stExon;5'UTR	Promoter
cg06567423	STT3A	5'UTR	Promoter
cg06570843	FABP2	1stExon	Promoter
cg06572160	KCNC3	1stExon	Promoter
cg06572974	CHD2	TSS1500	Promoter
cg06577005	DHDDS	TSS1500	Promoter
cg06577463	EIF4A3	1stExon	Promoter
cg06577658	DMWD	TSS1500	Promoter
cg06577725	SPATA16	1stExon;5'UTR	Promoter
cg06580318	SPC25	TSS200	Promoter
cg06583518	ZNF571;ZNF540	5'UTR	Promoter
cg06584407	NPPA	Body	Body
cg06585027	PI4KB	TSS1500	Promoter
cg06585893	CAPN9	Body	Body
cg06586599	MCOLN1	1stExon;5'UTR	Promoter
cg06587969	TP53;WRAP53	TSS1500;5'UTR;1stExon	Promoter
cg06588247	TRAF3	5'UTR	Promoter
cg06589885	HFE2	1stExon;5'UTR	Promoter
cg06590610	IKZF1	Body	Body
cg06593568	NSL1;TATDN3	Body;TSS1500	Promoter
cg06595693	DISP2	TSS1500	Promoter
cg06597095	C5orf28	5'UTR	Promoter
cg06597861	LY6E;LOC100133669	TSS1500;5'UTR	Promoter
cg06598256	FERMT3	Body	Body
cg06598631	ORC3L;RARS2	Body;TSS1500	Promoter
cg06600412	MLF1IP	1stExon;5'UTR	Promoter
cg06600447	C19orf50	5'UTR	Promoter
cg06601473	C11orf41	3'UTR	Body
cg06602857	FOXF1	TSS1500	Promoter
cg06605933	BOLA1	TSS200	Promoter
cg06606198	DDX55	1stExon	Promoter
cg06607866	AIP	Body	Body
cg06609049	THOP1	TSS1500	Promoter
cg06609475	MRPL36;NDUFS6	TSS1500	Promoter
cg06611310	KLRAQ1	TSS1500	Promoter
cg06611744	RASL11A	1stExon;5'UTR	Promoter
cg06612452	PINK1	Body	Body
cg06613840	GPX1	1stExon	Promoter
cg06615154	S100A3	TSS1500	Promoter
cg06615667	GPR107	1stExon	Promoter
cg06615861	KIF1B	5'UTR	Promoter
cg06616147	ICK	TSS1500	Promoter
cg06617418	RGAG1;AMMECR1	TSS200;5'UTR	Promoter
cg06618866	TLR2	TSS1500	Promoter
cg06619076	ASPH	1stExon;5'UTR	Promoter
cg06619299	GMCL1L	TSS1500	Promoter
cg06620254	NONO;BCYRN1	Body;1stExon;5'UTR	Promoter
cg06621126	HSF4	5'UTR	Promoter
cg06621358	CELSR3	1stExon	Promoter
cg06622725	PEX16	TSS1500	Promoter
cg06624832	NAT9;TMEM104	TSS1500;5'UTR	Promoter
cg06625414	SLC4A3	5'UTR	Promoter
cg06625767	F12	TSS200	Promoter
cg06625811	KIFAP3	TSS200	Promoter
cg06626655	RSPO1	5'UTR	Promoter
cg06628693	PRKACB	TSS1500	Promoter
cg06630241	SOCS2	Body	Body
cg06630567	AMBP	1stExon	Promoter
cg06630737	MAD2L2;C1orf187	TSS1500;5'UTR	Promoter
cg06634267	SNRNP48	TSS200	Promoter
cg06636246	LCOR	5'UTR	Promoter
cg06636463	DDX1	TSS200	Promoter
cg06637774	P2RY6	5'UTR	Promoter
cg06637893	C16orf48;C16orf86	TSS1500;1stExon	Promoter
cg06638012	AFF4	TSS1500	Promoter
cg06638433	IGF2BP1	1stExon	Promoter
cg06638966	COL19A1	TSS200	Promoter
cg06640279	FAIM3	Body	Body
cg06641366	LRRC8C	TSS1500	Promoter
cg06641503	ARIH2	5'UTR	Promoter
cg06642617	C2orf7;CCT7	Body;TSS1500;5'UTR	Promoter
cg06646021	RAB4A	TSS1500	Promoter
cg06648029	NR1I2	1stExon;5'UTR	Promoter
cg06649520	ARFIP1;TIGD4	TSS1500;5'UTR;1stExon	Promoter
cg06650260	NR0B2	1stExon;5'UTR	Promoter
cg06650786	NOTCH3	TSS1500	Promoter
cg06653796	LIME1	TSS200	Promoter
cg06654134	CRIPT;PIGF	1stExon;TSS200;5'UTR	Promoter
cg06654447	TMEM141	Body	Body
cg06655089	IMPDH2	1stExon	Promoter
cg06655100	KLF8	1stExon;5'UTR	Promoter
cg06655504	GDPD1	TSS200	Promoter
cg06656924	ZNF76	5'UTR	Promoter
cg06657741	SLC9A6	TSS200	Promoter
cg06659073	SERAC1;GTF2H5	1stExon;TSS200;5'UTR	Promoter
cg06659128	TMLHE	1stExon;5'UTR	Promoter
cg06665322	GPA33	Body	Body
cg06665799	TMED9	1stExon	Promoter
cg06665941	IFNAR2	5'UTR	Promoter
cg06665984	TRIP11	1stExon;5'UTR	Promoter
cg06666486	EIF2AK1	TSS200	Promoter
cg06667091	CCNC	TSS1500	Promoter
cg06667406	AASS	5'UTR	Promoter
cg06668073	FERMT1	1stExon;5'UTR	Promoter
cg06668300	MAL	Body	Body
cg06672652	SNRPE	Body	Body
cg06675478	SOX1	TSS200	Promoter
cg06675496	ITSN2	5'UTR	Promoter
cg06677140	MSX1	1stExon	Promoter
cg06677660	SEC1;DBP	TSS1500;TSS200	Promoter
cg06679221	THUMPD3	5'UTR	Promoter
cg06682185	SERPINB5	Body	Body
cg06682978	CAP2	5'UTR	Promoter
cg06684910	POLR3E	5'UTR	Promoter
cg06688396	TMEM55A	TSS1500	Promoter
cg06688848	RSPRY1;FAM192A	TSS200	Promoter
cg06689536	CCNF	Body	Body
cg06690548	SLC7A11	Body	Body
cg06690633	RAB15	1stExon	Promoter
cg06691299	CDK16	TSS1500;TSS200	Promoter
cg06692050	SFRP5	TSS1500	Promoter
cg06692957	GNAQ	TSS1500	Promoter
cg06695761	SGCE;PEG10	TSS1500;5'UTR	Promoter
cg06697251	TUBB4	Body	Body
cg06698742	TMEM126A	5'UTR	Promoter
cg06699365	OSBP	1stExon;5'UTR	Promoter
cg06700265	DUSP16	5'UTR	Promoter
cg06700462	PHKA2	1stExon	Promoter
cg06701500	YWHAQ	TSS1500	Promoter
cg06707338	NDUFS1;EEF1B2	TSS1500;5'UTR;1stExon	Promoter
cg06707886	C7orf20	1stExon	Promoter
cg06708560	NKIRAS2;DNAJC7	TSS1500;5'UTR	Promoter
cg06710522	MRPL10;LRRC46	TSS200	Promoter
cg06710648	DAB1	TSS200	Promoter
cg06711560	MAMDC4	TSS1500	Promoter
cg06712026	PRKG1;CSTF2T	Body;1stExon	Promoter
cg06713098	IGFBP3	1stExon	Promoter
cg06714705	OLFML1	1stExon;5'UTR	Promoter
cg06716436	S1PR2	TSS1500	Promoter
cg06717231	ZNF559	1stExon;5'UTR	Promoter
cg06718696	EIF4A3	TSS1500	Promoter
cg06719391	KCNQ1	Body	Body
cg06720424	UIMC1	5'UTR	Promoter
cg06722216	NOL4	1stExon	Promoter
cg06722633	GRIK3	Body	Body
cg06722792	PDE9A	1stExon;5'UTR	Promoter
cg06723357	CUEDC1	TSS1500	Promoter
cg06725035	PRMT2	TSS1500	Promoter
cg06725760	WDR37	TSS1500	Promoter
cg06726207	SIX4	1stExon	Promoter
cg06728335	RNPS1	TSS1500;TSS200	Promoter
cg06730286	IFT140	5'UTR	Promoter
cg06730468	TMEM143;SYNGR4	Body;TSS1500	Promoter
cg06731484	IVD	1stExon;5'UTR	Promoter
cg06731599	ATP6AP2	Body	Body
cg06734962	CEBPD	TSS1500	Promoter
cg06736444	SRRM2;LOC100128788	Body;TSS1500	Promoter
cg06738602	PTGER2	TSS1500	Promoter
cg06740897	NFE2L1	TSS1500	Promoter
cg06742978	ACCN2	5'UTR	Promoter
cg06743811	NDN	1stExon	Promoter
cg06744574	AGBL4;BEND5	Body;1stExon	Promoter
cg06745740	HGF	TSS200	Promoter
cg06746101	TMED3	Body	Body
cg06746171	ATOX1	TSS1500	Promoter
cg06747888	TBR1	TSS1500	Promoter
cg06748315	KRTAP19-3	1stExon	Promoter
cg06750167	TESC	TSS1500	Promoter
cg06751597	SNAP23	5'UTR	Promoter
cg06752594	PSRC1	TSS200	Promoter
cg06754047	SMYD5	TSS200	Promoter
cg06757810	CNGB3	TSS1500	Promoter
cg06758848	FLNA	TSS1500	Promoter
cg06759215	DBF4B	1stExon;5'UTR	Promoter
cg06759890	LHFPL2	5'UTR	Promoter
cg06763078	KCNC1	TSS1500	Promoter
cg06765434	TXNL1	Body	Body
cg06765514	PIP5KL1	Body;TSS200	Promoter
cg06765947	UROC1	TSS200	Promoter
cg06766367	CBFB	TSS1500	Promoter
cg06771126	HOPX	1stExon;5'UTR	Promoter
cg06776256	GPRC5A	TSS1500	Promoter
cg06777274	ME2	5'UTR	Promoter
cg06777581	RNF8	1stExon;5'UTR	Promoter
cg06778853	PHF13	TSS1500	Promoter
cg06779945	TNFAIP3	TSS1500	Promoter
cg06780358	PTPRJ	Body	Body
cg06781209	FADS2	TSS1500	Promoter
cg06782692	STK32C	1stExon;5'UTR	Promoter
cg06782849	NPHP3;NCRNA00119	TSS1500;1stExon	Promoter
cg06784466	FPR3	TSS1500	Promoter
cg06785429	DCUN1D1	TSS1500	Promoter
cg06786424	PRPF4B	TSS1500	Promoter
cg06790275	PIAS1	1stExon	Promoter
cg06790324	GRB10	5'UTR	Promoter
cg06790862	MPPED2	Body	Body
cg06791102	ARHGAP4	1stExon	Promoter
cg06792598	CD55	TSS200	Promoter
cg06796611	IL24	1stExon;5'UTR	Promoter
cg06797533	PLIN2	TSS1500	Promoter
cg06799664	DNAH17	Body	Body
cg06803184	FH	TSS200	Promoter
cg06803253	GNAT1	Body	Body
cg06804431	PEX11B;GNRHR2	TSS200	Promoter
cg06806080	CD47	TSS1500	Promoter
cg06806711	MS4A1	1stExon;5'UTR	Promoter
cg06807579	RPL29	TSS200	Promoter
cg06807989	C3orf52	1stExon	Promoter
cg06808983	G6PC3	Body;1stExon;5'UTR	Promoter
cg06809565	TMEM187;HCFC1	TSS1500;1stExon;5'UTR	Promoter
cg06810461	AGRP	TSS1500	Promoter
cg06810647	CRAMP1L	Body	Body
cg06812033	NKD1	1stExon;5'UTR	Promoter
cg06812844	TRPM2	Body	Body
cg06815666	PRPF31;TFPT	Body;TSS1500	Promoter
cg06815817	ZNF212	TSS1500	Promoter
cg06816063	RAB8A	1stExon;5'UTR	Promoter
cg06816106	SPDYA	TSS1500	Promoter
cg06816161	EZH2	TSS1500	Promoter
cg06817264	CTSF	Body	Body
cg06817269	GCNT3	5'UTR	Promoter
cg06817917	BMPR1A	TSS1500	Promoter
cg06818415	PHF1	Body;5'UTR	Promoter
cg06818777	ACSF2;CHAD	Body;TSS1500	Promoter
cg06819200	ECE1	Body;1stExon	Promoter
cg06821120	RASSF1	Body;TSS1500;5'UTR	Promoter
cg06821274	SSR2	TSS200	Promoter
cg06821993	CSMD3	1stExon	Promoter
cg06822229	ACSL4	TSS1500	Promoter
cg06822995	CAMK4	TSS1500	Promoter
cg06823263	USF1	5'UTR	Promoter
cg06824727	C14orf21;DHRS1	TSS1500;5'UTR;1stExon	Promoter
cg06825142	DRD4	TSS200	Promoter
cg06825166	OPALIN	1stExon;5'UTR	Promoter
cg06827038	WFIKKN2	1stExon;5'UTR	Promoter
cg06827976	FGR	5'UTR	Promoter
cg06830426	RPS5	5'UTR	Promoter
cg06833562	ZNHIT6	1stExon;5'UTR	Promoter
cg06834261	WDR12;ALS2CR8	TSS1500;5'UTR;1stExon	Promoter
cg06834983	SSX7	5'UTR	Promoter
cg06836338	ATPAF2;C17orf39	Body;TSS1500	Promoter
cg06836736	ME1	TSS1500	Promoter
cg06836772	PRKAA2	TSS1500	Promoter
cg06836849	SLC17A8	1stExon;5'UTR	Promoter
cg06837731	ERLIN1	TSS200	Promoter
cg06839953	TMEM222	TSS200	Promoter
cg06840042	MKRN2	1stExon;5'UTR	Promoter
cg06840239	TAF6L	5'UTR	Promoter
cg06840801	CHRNB3	1stExon	Promoter
cg06848073	FBXO44;FBXO2	Body;TSS1500	Promoter
cg06848288	PHIP	TSS1500	Promoter
cg06849477	PRR5	1stExon;5'UTR	Promoter
cg06850526	SLC38A10	TSS1500	Promoter
cg06851207	PNMAL1	TSS1500	Promoter
cg06852744	AEBP1	TSS1500	Promoter
cg06855803	ICAM3	TSS200	Promoter
cg06856528	TMEFF2	1stExon;5'UTR	Promoter
cg06862062	ACOX3	TSS200	Promoter
cg06862644	SPATA22	TSS1500	Promoter
cg06864275	SBNO2	5'UTR	Promoter
cg06866657	LHX6	Body	Body
cg06869899	BRE;RBKS;LOC100302650	Body;TSS1500;TSS200	Promoter
cg06872331	STEAP3	5'UTR	Promoter
cg06872381	DPPA3	TSS200	Promoter
cg06873352	STRADA	TSS1500	Promoter
cg06874144	CAB39	TSS1500	Promoter
cg06878726	RBM19	1stExon;5'UTR	Promoter
cg06880557	C13orf27	5'UTR	Promoter
cg06882877	PAQR6	1stExon;TSS200;5'UTR	Promoter
cg06885524	CYBRD1	1stExon	Promoter
cg06885782	KCNQ4	TSS1500	Promoter
cg06886022	C9orf75	TSS1500	Promoter
cg06887170	IFI27L2	TSS200	Promoter
cg06887414	RPN1	1stExon	Promoter
cg06887663	SNAPC1	TSS200	Promoter
cg06890553	ZNF223	5'UTR	Promoter
cg06892726	HFE	1stExon;5'UTR	Promoter
cg06893980	TBP;PSMB1	TSS1500;1stExon	Promoter
cg06894381	SLC35D1	1stExon;5'UTR	Promoter
cg06894812	MCC	Body;1stExon;5'UTR	Promoter
cg06896207	MOBKL2A	5'UTR	Promoter
cg06899329	TSSK6;NDUFA13	Body;TSS1500	Promoter
cg06899582	ZNF280C	1stExon;5'UTR	Promoter
cg06899802	CSNK1A1	TSS200	Promoter
cg06899976	PCDHB1	TSS200	Promoter
cg06900776	ARMCX3	TSS1500;TSS200	Promoter
cg06901392	HSPH1	1stExon;5'UTR	Promoter
cg06905862	TPP1	TSS200	Promoter
cg06906435	LINC02914	TSS200	Promoter
cg06908474	CAT	1stExon;5'UTR	Promoter
cg06908778	SPAG6	Body	Body
cg06910048	PIH1D2;C11orf57	TSS1500;5'UTR;1stExon	Promoter
cg06910100	USHBP1	Body	Body
cg06911084	DLX5	Body	Body
cg06911113	UBXN10	1stExon;5'UTR	Promoter
cg06912252	C9orf125	5'UTR	Promoter
cg06913228	UBE2J1	1stExon;5'UTR	Promoter
cg06915165	GABARAPL1	TSS1500	Promoter
cg06917325	SLC22A8	5'UTR	Promoter
cg06918467	OLIG3	TSS200	Promoter
cg06919203	GFRA4	TSS200	Promoter
cg06919956	MRPL41;PNPLA7	TSS1500	Promoter
cg06921282	HRAS;LRRC56	TSS1500	Promoter
cg06922130	KIF2C	Body	Body
cg06927864	IL1RAPL1	TSS1500	Promoter
cg06930095	SEC11A	1stExon;5'UTR	Promoter
cg06933965	CMKLR1	1stExon;5'UTR	Promoter
cg06938406	COX6A1	TSS1500	Promoter
cg06938878	CALCB	TSS1500	Promoter
cg06940574	ICMT	TSS1500	Promoter
cg06940792	MEGF10	1stExon;5'UTR	Promoter
cg06941093	GLIS1	1stExon;5'UTR	Promoter
cg06942110	INTS1	TSS1500	Promoter
cg06942445	TRO	5'UTR	Promoter
cg06943865	PEG10	Body	Body
cg06944050	LONRF3	1stExon	Promoter
cg06946880	ATP6V1B1	1stExon	Promoter
cg06948294	STXBP6	1stExon;5'UTR	Promoter
cg06948408	TMEM125	5'UTR	Promoter
cg06948937	CDK18	TSS1500	Promoter
cg06949789	RPL15;NKIRAS1	5'UTR;TSS200	Promoter
cg06952117	NAB1	5'UTR	Promoter
cg06952236	RASGRP1	Body	Body
cg06952310	NCAN	Body	Body
cg06953304	NKTR	TSS1500	Promoter
cg06953768	C5orf24	5'UTR;TSS200	Promoter
cg06953995	PALM2-AKAP2;PALM2AKAP2	Body;1stExon	Promoter
cg06954481	GBX2	1stExon	Promoter
cg06956646	SOS2	TSS1500	Promoter
cg06957329	MRPS23	TSS200	Promoter
cg06958034	KDM1A	1stExon	Promoter
cg06958211	PAK6	1stExon;5'UTR	Promoter
cg06958829	ACSF2;CHAD	Body;1stExon	Promoter
cg06959635	MCF2	Body;1stExon	Promoter
cg06960698	FGF14	TSS1500	Promoter
cg06963844	FBXO6	1stExon;5'UTR	Promoter
cg06971096	PTPRN	Body	Body
cg06973652	BRCA1;NBR2	Body;TSS1500	Promoter
cg06973760	NFATC1	TSS1500	Promoter
cg06974755	RALGDS	Body;TSS1500	Promoter
cg06975499	EZH1	5'UTR	Promoter
cg06976977	COX18	TSS1500	Promoter
cg06980053	RASSF1	Body;TSS1500;TSS200	Promoter
cg06980460	FOLH1	TSS1500	Promoter
cg06981182	RNLS	TSS200	Promoter
cg06983551	BUB1	1stExon;5'UTR	Promoter
cg06985415	JAKMIP3	Body	Body
cg06987504	EIF3E	TSS1500	Promoter
cg06990298	RASD1	1stExon;5'UTR	Promoter
cg06990379	DPYD	Body	Body
cg06992027	TAGLN2	TSS200	Promoter
cg06993413	DPP8	TSS1500;TSS200	Promoter
cg06994747	ADAMTS10	TSS200	Promoter
cg06994793	TMCO6	TSS200	Promoter
cg06999776	SEMA4F	TSS1500	Promoter
cg07000551	BMF	TSS1500	Promoter
cg07000785	GADD45A	TSS200	Promoter
cg07000831	CAB39L;SETDB2	TSS1500;1stExon;5'UTR	Promoter
cg07003563	ST7L;CAPZA1	Body;TSS1500	Promoter
cg07004820	TGFA	Body	Body
cg07005513	FADS2	1stExon	Promoter
cg07005767	ABRA	TSS200	Promoter
cg07006042	ATP1B3	1stExon	Promoter
cg07006526	SMTN	TSS1500	Promoter
cg07007400	KRT7	TSS200	Promoter
cg07008386	PLCB1	Body	Body
cg07009002	MB	TSS1500	Promoter
cg07011110	BTN1A1	TSS1500	Promoter
cg07011445	NSMCE4A	1stExon;5'UTR	Promoter
cg07013734	TRPC6	TSS200	Promoter
cg07014174	KRTAP11-1	1stExon	Promoter
cg07015079	ANKRD35	Body	Body
cg07015629	ERBB4	1stExon	Promoter
cg07016325	PAPOLA	1stExon;5'UTR	Promoter
cg07017374	FLT3	Body	Body
cg07017477	THEM4	TSS200	Promoter
cg07017706	KRT73	TSS1500	Promoter
cg07020407	PDCD6	1stExon;5'UTR	Promoter
cg07020962	MAPRE2	Body;5'UTR;TSS200	Promoter
cg07022885	KIAA0652;HARBI1	5'UTR;TSS200	Promoter
cg07026910	INPP5D	Body	Body
cg07027075	LIAS;RPL9	Body;TSS1500	Promoter
cg07027685	IARS;SNORA84	TSS1500;5'UTR;1stExon	Promoter
cg07028533	CNTNAP2	TSS200	Promoter
cg07028869	DNAJC22	1stExon;5'UTR	Promoter
cg07029998	MTOR	5'UTR	Promoter
cg07031532	OAZ2	TSS1500	Promoter
cg07031996	MTF1	5'UTR	Promoter
cg07034269	UGGT1	TSS1500	Promoter
cg07034561	RSPH1	Body	Body
cg07036775	ANKRD34A;POLR3GL	TSS200	Promoter
cg07038617	ABCF2	TSS200	Promoter
cg07038887	BLMH	Body	Body
cg07039362	CES7	Body	Body
cg07042144	NLRP12	1stExon	Promoter
cg07044282	RALGPS2;ANGPTL1	Body;1stExon;5'UTR	Promoter
cg07047653	AQP2	1stExon	Promoter
cg07048066	FAM13B	TSS200	Promoter
cg07049929	ABCD4	Body;1stExon;5'UTR	Promoter
cg07050831	C7orf55	TSS1500	Promoter
cg07051140	AGXT2L2	Body	Body
cg07051960	ATP1A3	TSS1500	Promoter
cg07052387	HIF1A	TSS1500	Promoter
cg07052880	ATP6V1B1	TSS1500	Promoter
cg07053469	EID2B	1stExon	Promoter
cg07054095	ZNF549	1stExon;5'UTR	Promoter
cg07054526	BRCA1	Body;5'UTR	Promoter
cg07054641	WDR52	TSS200	Promoter
cg07054788	RPL5	TSS200	Promoter
cg07056057	DYNLL2	TSS1500	Promoter
cg07059052	TCEB2	TSS1500	Promoter
cg07059360	POLR3D	TSS1500	Promoter
cg07059403	TCTE3;C6orf70	1stExon;TSS200	Promoter
cg07059875	EPCAM	TSS1500	Promoter
cg07060572	MAML2	1stExon;5'UTR	Promoter
cg07061145	DNAJA4	TSS1500	Promoter
cg07061913	DNAJC9	Body	Body
cg07063745	LANCL1;CPS1	TSS1500;TSS200	Promoter
cg07064406	YWHAB	TSS1500	Promoter
cg07065941	KLF10	Body	Body
cg07067241	TRPC1	TSS1500	Promoter
cg07068616	ORC5L	1stExon	Promoter
cg07068998	NRAS;CSDE1	3'UTR;TSS200	Promoter
cg07070934	GJA4	TSS200	Promoter
cg07070940	HDHD1A	Body	Body
cg07071881	FBXO7	Body;TSS200	Promoter
cg07072140	NANP	Body	Body
cg07072643	EMR3	1stExon;5'UTR	Promoter
cg07074571	AGPAT4	TSS1500	Promoter
cg07075930	PTPRM	1stExon;5'UTR	Promoter
cg07076342	MEA1;KLHDC3	Body;TSS1500	Promoter
cg07077459	PLAGL1;HYMAI	Body;5'UTR	Promoter
cg07080007	RPL27	TSS1500	Promoter
cg07080358	CNRIP1	1stExon	Promoter
cg07080946	LUC7L	TSS1500	Promoter
cg07084161	NBN	Body	Body
cg07084163	UGT3A2	Body	Body
cg07084746	C3orf27	5'UTR	Promoter
cg07086380	TNFAIP8	Body;TSS1500	Promoter
cg07086898	PDCD11;USMG5	TSS1500;5'UTR	Promoter
cg07090813	PHGDH	TSS200	Promoter
cg07091552	UCP3	TSS1500	Promoter
cg07091958	RTF1	Body	Body
cg07093046	MTR	1stExon;5'UTR	Promoter
cg07099407	MRPL2;KLC4	TSS1500;5'UTR;1stExon	Promoter
cg07099627	LPPR2	TSS200	Promoter
cg07102705	HTR4	TSS200	Promoter
cg07103493	SLC27A6	1stExon;5'UTR	Promoter
cg07103819	DGAT1	1stExon;5'UTR	Promoter
cg07104706	SLITRK1	1stExon;5'UTR	Promoter
cg07105440	CISH	Body;5'UTR	Promoter
cg07109670	WDR67	Body	Body
cg07109801	MIR425;DALRD3;NDUFAF3	Body;TSS1500;5'UTR	Promoter
cg07112154	MPP2	1stExon;5'UTR	Promoter
cg07112210	MGAT5B	TSS1500	Promoter
cg07113600	KLF12	TSS200	Promoter
cg07114894	ZNF23	1stExon;5'UTR	Promoter
cg07115304	TRIB3	5'UTR	Promoter
cg07115558	TLE2	Body;TSS1500;5'UTR	Promoter
cg07117700	PSMC5;FTSJ3	Body;TSS1500	Promoter
cg07118243	LOC144486;CCDC41	Body;TSS1500	Promoter
cg07118638	ERI1	TSS200	Promoter
cg07122126	ZNF8	1stExon;5'UTR	Promoter
cg07123069	HOXC11	1stExon	Promoter
